 Type,BHK,Area,LocalityScore,Sqft,Age,SwimmingPool,Lift,JoggingTrack,IndoorGames,Gym,ClubHouse,ChildrenPlayArea,CarParking,ATM,Sports,MultipurposeRoom,Furniture,Price
Apartment,2,Chandkheda,9.9,1750,-1,0,1,0,0,0,0,1,0,0,0,0,Furnished,6200000
Apartment,4,Chandkheda,9.9,2880,-1,0,1,0,0,0,0,1,0,0,1,0,Furnished,7500000
Apartment,2,Chandkheda,9.9,1245,-1,0,1,0,0,0,0,1,0,0,0,0,Unfurnished,2500000
Apartment,2,Chandkheda,9.9,1080,-1,0,1,0,0,1,1,1,0,0,0,0,Semi-Furnished,3150000
Apartment,2,Chandkheda,9.9,1109,-1,1,1,0,0,1,1,1,0,0,1,0,Semi-Furnished,3500000
Apartment,2,Chandkheda,9.9,1410,8,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,4000000
Apartment,1,Chandkheda,9.9,756,5,0,1,0,0,0,0,1,0,0,0,0,Semi-Furnished,2050000
Villa,3,Chandkheda,9.9,1500,6,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8500000
Apartment,2,Chandkheda,9.9,1264,5,0,1,0,0,0,0,1,1,0,0,0,Unfurnished,2800000
Apartment,1,Chandkheda,9.9,840,1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,2200000
Apartment,1,Chandkheda,9.9,506,4,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2400000
Villa,4,Chandkheda,9.9,2043,3,0,0,0,0,1,1,1,1,0,1,0,Unfurnished,19546000
Villa,4,Chandkheda,9.9,2232,3,0,0,0,0,1,1,1,1,0,1,0,Unfurnished,20344000
Villa,4,Chandkheda,9.9,4248,3,0,0,0,0,1,1,1,1,0,1,0,Unfurnished,29336000
Apartment,2,Chandkheda,9.9,1260,0,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,3640000
Apartment,2,Chandkheda,9.9,1278,0,1,1,1,1,1,1,1,1,0,0,0,Unfurnished,3692000
Apartment,2,Chandkheda,9.9,688,4,0,1,0,0,0,0,1,1,0,0,0,Unfurnished,2800000
Apartment,2,Chandkheda,9.9,1155,5,1,1,0,0,1,1,1,1,0,1,1,Furnished,3800000
Apartment,2,Chandkheda,9.9,1170,4,1,1,1,0,1,1,1,1,0,0,0,Semi-Furnished,3500000
Apartment,2,Chandkheda,9.9,1035,6,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,3000000
Apartment,2,Chandkheda,9.9,1080,6,0,1,1,1,0,0,1,1,0,1,1,Unfurnished,2400000
Villa,4,Chandkheda,9.9,2394,2,0,0,0,0,0,0,1,1,0,0,0,Unfurnished,12000000
Apartment,3,Chandkheda,9.9,2025,1,0,1,0,0,1,1,1,1,0,0,0,Unfurnished,7200000
Apartment,1,Chandkheda,9.9,774,11,0,1,1,1,0,0,1,1,0,1,0,Semi-Furnished,1900000
Apartment,2,Chandkheda,9.9,1122,4,1,0,0,0,0,1,1,0,0,0,0,Semi-Furnished,3000000
Apartment,3,Chandkheda,9.9,1800,4,0,1,1,0,1,0,0,1,0,0,0,Semi-Furnished,6000000
Apartment,3,Chandkheda,9.9,1800,6,0,1,1,0,1,0,1,1,0,0,0,Semi-Furnished,5000000
Apartment,2,Chandkheda,9.9,1155,6,0,1,1,0,1,0,1,1,0,0,0,Semi-Furnished,3500000
Apartment,2,Chandkheda,9.9,1044,3,0,1,1,0,0,1,1,1,1,1,0,Semi-Furnished,2650000
Apartment,2,Chandkheda,9.9,1170,2,1,1,1,1,1,1,1,1,1,1,1,Furnished,4200000
Apartment,2,Chandkheda,9.9,1098,5,0,1,1,1,0,0,1,1,0,1,1,Unfurnished,3600000
Apartment,2,Chandkheda,9.9,1188,5,0,1,0,1,0,0,1,1,1,0,0,Semi-Furnished,3700000
Apartment,2,Chandkheda,9.9,1125,7,0,1,0,0,0,0,1,1,1,1,0,Unfurnished,3000000
Apartment,2,Chandkheda,9.9,1026,6,0,1,1,1,1,0,1,1,1,1,0,Semi-Furnished,2650000
Villa,4,Chandkheda,9.9,1805,7,0,0,0,0,1,0,0,1,0,0,0,Unfurnished,12500000
Villa,3,Chandkheda,9.9,1638,8,1,1,1,0,1,1,1,1,0,1,0,Semi-Furnished,11500000
Apartment,2,Chandkheda,9.9,1116,6,0,1,0,0,0,0,1,1,1,0,0,Semi-Furnished,3650000
Villa,3,Chandkheda,9.9,2304,6,1,0,0,0,1,1,1,1,1,0,0,Semi-Furnished,14000000
Apartment,2,Chandkheda,9.9,1188,6,0,1,1,0,0,1,1,1,1,0,0,Furnished,4200000
Independent House,2,Chandkheda,9.9,1125,6,0,0,1,1,0,0,0,1,1,1,0,Semi-Furnished,5500000
Apartment,1,Chandkheda,9.9,720,6,0,1,1,1,0,1,1,1,1,1,0,Semi-Furnished,2600000
Independent House,3,Chandkheda,9.9,1701,21,1,0,0,0,0,1,1,1,1,0,0,Semi-Furnished,7800000
Independent Floor,5,Chandkheda,9.9,4750,1,1,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,24600000
Apartment,3,Chandkheda,9.9,2100,1,1,1,1,1,1,0,1,1,1,0,1,Unfurnished,7600000
Apartment,2,Chandkheda,9.9,1125,6,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,3350000
Apartment,1,Chandkheda,9.9,774,4,0,1,1,0,0,1,1,1,0,0,0,Unfurnished,2000000
Apartment,4,Chandkheda,9.9,2515,1,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,9532353
Apartment,3,Chandkheda,9.9,2000,1,1,1,1,1,1,1,1,1,1,0,1,Unfurnished,7200000
Apartment,3,Chandkheda,9.9,1935,1,1,1,1,1,1,1,1,1,1,0,1,Unfurnished,6800000
Independent Floor,3,Chandkheda,9.9,2350,1,1,1,1,1,1,1,1,1,0,1,1,Semi-Furnished,12100000
Apartment,2,Chandkheda,9.9,1188,2,0,1,1,0,1,1,1,1,0,0,0,Unfurnished,5300000
Apartment,1,Chandkheda,9.9,585,11,0,1,0,0,0,0,0,1,1,0,0,Unfurnished,1700000
Apartment,3,Chandkheda,9.9,2228,4,0,1,1,1,0,1,1,1,1,1,1,Furnished,8000000
Apartment,3,Chandkheda,9.9,1665,9,0,1,0,0,0,0,1,1,0,0,0,Furnished,5600000
Apartment,2,Chandkheda,9.9,1341,6,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3900000
Apartment,2,Chandkheda,9.9,1125,5,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3300000
Apartment,2,Chandkheda,9.9,1206,2,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3600000
Apartment,2,Chandkheda,9.9,990,8,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,3000000
Apartment,2,Chandkheda,9.9,2115,8,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,6500000
Apartment,2,Chandkheda,9.9,1035,3,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3500000
Apartment,2,Chandkheda,9.9,945,8,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2700000
Apartment,2,Chandkheda,9.9,1188,8,0,1,0,0,0,1,1,1,0,0,0,Semi-Furnished,3500000
Apartment,2,Chandkheda,9.9,1105,6,0,1,1,0,0,0,1,1,0,0,0,Unfurnished,3000000
Apartment,2,Chandkheda,9.9,945,6,0,1,1,1,0,1,1,1,0,0,0,Semi-Furnished,2800000
Villa,3,Chandkheda,9.9,1350,8,0,0,1,0,0,0,0,1,1,1,0,Semi-Furnished,9000000
Apartment,2,Chandkheda,9.9,1305,5,0,1,0,0,1,0,1,1,0,0,0,Unfurnished,3800000
Apartment,2,Chandkheda,9.9,1026,6,0,1,0,1,1,0,1,1,1,0,0,Unfurnished,2850000
Apartment,1,Chandkheda,9.9,774,3,0,1,1,1,0,0,1,1,1,1,0,Unfurnished,2150000
Apartment,2,Chandkheda,9.9,981,-1,0,1,1,1,0,0,1,1,1,1,1,Semi-Furnished,3200000
Apartment,2,Chandkheda,9.9,1107,3,1,1,0,1,1,1,1,1,0,1,1,Semi-Furnished,3700000
Apartment,3,Chandkheda,9.9,2100,4,0,1,1,1,1,1,1,1,0,0,0,Furnished,21000000
Apartment,2,Chandkheda,9.9,1035,1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2900000
Independent Floor,3,Chandkheda,9.9,1458,6,1,0,1,1,1,0,1,1,1,1,1,Unfurnished,9000000
Apartment,3,Chandkheda,9.9,1845,8,0,1,0,0,0,0,0,1,0,0,0,Furnished,7500000
Apartment,2,Chandkheda,9.9,1305,5,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3300000
Independent Floor,1,Chandkheda,9.9,600,5,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,2000000
Villa,3,Chandkheda,9.9,1764,6,1,0,0,1,1,1,1,1,0,1,0,Unfurnished,11000000
Villa,3,Chandkheda,9.9,1350,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,8800000
Apartment,3,Chandkheda,9.9,1350,2,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,5000000
Apartment,3,Chandkheda,9.9,1665,9,0,1,0,0,0,0,0,1,0,0,0,Furnished,5400000
Apartment,3,Chandkheda,9.9,1800,4,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,4500000
Apartment,2,Chandkheda,9.9,1206,3,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3500000
Apartment,2,Chandkheda,9.9,999,3,1,1,0,0,0,1,1,1,0,1,0,Unfurnished,2700000
Apartment,2,Chandkheda,9.9,1062,6,0,1,1,0,0,0,1,1,0,0,0,Furnished,3200000
Apartment,2,Chandkheda,9.9,1035,6,0,1,0,0,0,0,1,1,1,0,0,Semi-Furnished,3000000
Apartment,2,Chandkheda,9.9,1260,8,0,1,1,1,1,0,1,1,1,0,0,Furnished,3200000
Villa,3,Chandkheda,9.9,1450,-1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,9000000
Apartment,2,Chandkheda,9.9,1170,5,0,1,0,0,0,1,1,1,0,0,0,Furnished,3500000
Apartment,2,Chandkheda,9.9,1400,7,0,1,1,1,1,1,1,1,0,0,0,Unfurnished,4050000
Apartment,2,Chandkheda,9.9,845,0,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,3600000
Apartment,3,Chandkheda,9.9,1337,0,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,5700000
Apartment,3,Chandkheda,9.9,1450,7,0,1,0,0,0,1,1,1,0,0,0,Unfurnished,5800000
Apartment,2,Chandkheda,9.9,1100,6,0,1,1,0,0,0,1,1,0,0,0,Semi-Furnished,3500000
Apartment,3,Chandkheda,9.9,1800,1,0,1,1,0,1,1,1,1,0,0,0,Unfurnished,6400000
Apartment,2,Chandkheda,9.9,954,9,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,3000000
Apartment,2,Chandkheda,9.9,1206,7,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,5500000
Apartment,2,Chandkheda,9.9,1026,6,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2500000
Apartment,3,Chandkheda,9.9,1980,2,0,1,1,1,1,1,1,1,1,1,0,Unfurnished,8200000
Apartment,2,Chandkheda,9.9,1200,2,0,1,1,0,0,1,1,1,0,0,0,Unfurnished,4600000
Apartment,2,Chandkheda,9.9,1170,2,1,1,0,0,1,1,1,1,0,0,0,Unfurnished,4000000
Apartment,1,Chandkheda,9.9,774,4,0,1,1,0,0,1,1,1,0,0,0,Semi-Furnished,2000000
Apartment,2,Chandkheda,9.9,950,5,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3000000
Apartment,2,Chandkheda,9.9,1080,5,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,3000000
Apartment,1,Chandkheda,9.9,720,4,1,0,1,1,1,1,1,1,0,0,0,Unfurnished,2200000
Apartment,2,Chandkheda,9.9,1107,4,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,2800000
Apartment,3,Chandkheda,9.9,1990,3,0,1,0,0,1,1,0,1,1,0,0,Semi-Furnished,6600000
Apartment,2,Chandkheda,9.9,1122,5,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,3400000
Apartment,3,Chandkheda,9.9,1548,2,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,5000000
Apartment,2,Chandkheda,9.9,1107,3,1,1,1,0,0,0,0,1,0,0,0,Semi-Furnished,3300000
Apartment,2,Chandkheda,9.9,1100,-1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,2555000
Apartment,3,Chandkheda,9.9,2000,-1,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,7000000
Apartment,1,Chandkheda,9.9,522,3,0,1,1,0,0,1,1,1,0,0,0,Semi-Furnished,2450000
Apartment,3,Chandkheda,9.9,1485,3,0,1,1,1,0,1,1,1,1,1,1,Semi-Furnished,5100000
Apartment,2,Chandkheda,9.9,1050,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,2850000
Apartment,3,Chandkheda,9.9,1530,-1,0,1,0,0,1,1,1,1,0,0,0,Unfurnished,4600000
Apartment,2,Chandkheda,9.9,1359,7,0,1,1,1,1,1,1,1,0,0,0,Unfurnished,4000000
Apartment,2,Chandkheda,9.9,1050,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,3200000
Apartment,3,Chandkheda,9.9,1500,7,0,1,0,0,0,1,1,1,0,0,0,Semi-Furnished,5700000
Apartment,2,Chandkheda,9.9,1000,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,3650000
Apartment,1,Chandkheda,9.9,675,4,0,1,1,1,0,0,1,1,1,1,0,Semi-Furnished,1800000
Apartment,3,Chandkheda,9.9,1600,-1,0,1,0,0,0,1,1,1,0,0,0,Semi-Furnished,6000000
Apartment,3,Chandkheda,9.9,1710,6,1,1,1,1,1,1,1,1,1,1,1,Semi-Furnished,6000000
Apartment,2,Chandkheda,9.9,972,9,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,2700000
Apartment,2,Chandkheda,9.9,1300,-1,0,1,0,0,1,0,1,1,0,0,0,Furnished,3850000
Apartment,3,Chandkheda,9.9,1290,-1,0,1,0,0,0,0,0,1,0,0,0,Semi-Furnished,4000000
Villa,2,Chandkheda,9.9,1674,11,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,10000000
Apartment,2,Chandkheda,9.9,1350,-1,0,1,0,0,0,0,0,1,0,0,0,Furnished,5250000
Apartment,2,Chandkheda,9.9,1200,-1,0,1,0,0,0,0,1,1,0,0,0,Unfurnished,3400000
Apartment,3,Chandkheda,9.9,1764,2,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,5300000
Apartment,2,Chandkheda,9.9,1035,4,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,3300000
Apartment,2,Chandkheda,9.9,945,17,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,3852000
Independent Floor,2,Chandkheda,9.9,1100,16,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,2700000
Apartment,3,Chandkheda,9.9,1980,2,1,1,1,1,1,1,1,1,1,1,1,Unfurnished,8000000
Apartment,3,Chandkheda,9.9,1570,3,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,5000000
Independent House,4,Chandkheda,9.9,1845,4,0,0,0,0,0,0,0,1,0,0,0,Semi-Furnished,10000000
Apartment,3,Chandkheda,9.9,2205,2,0,1,0,0,1,0,1,1,0,1,0,Unfurnished,8200000
Apartment,1,Chandkheda,9.9,1098,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,3500000
Apartment,2,Chandkheda,9.9,1180,8,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,2821000
Apartment,3,Chandkheda,9.9,1530,4,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4350000
Apartment,3,Chandkheda,9.9,1656,2,0,1,1,0,0,0,0,1,0,0,0,Unfurnished,5000000
Apartment,3,Chandkheda,9.9,1500,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4300000
Independent House,5,Chandkheda,9.9,3240,12,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,21100000
Apartment,3,Chandkheda,9.9,1350,2,0,1,1,0,0,1,1,1,0,0,0,Unfurnished,5500000
Apartment,3,Chandkheda,9.9,2250,-1,0,1,0,0,0,0,0,1,0,0,0,Furnished,8000000
Apartment,1,Chandkheda,9.9,785,8,0,0,1,1,0,0,1,0,0,0,0,Unfurnished,1850000
Apartment,3,Chandkheda,9.9,1494,3,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4600000
Apartment,3,Chandkheda,9.9,1503,5,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4000000
Apartment,3,Chandkheda,9.9,1762,-1,0,0,0,0,0,0,1,1,0,0,0,Unfurnished,5100000
Apartment,1,Chandkheda,9.9,1062,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2800000
Apartment,2,Chandkheda,9.9,1083,5,0,1,1,0,0,0,1,1,0,0,1,Unfurnished,3050000
Apartment,2,Chandkheda,9.9,1032,1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,2950000
Apartment,3,Chandkheda,9.9,1800,2,0,1,0,1,1,0,1,0,0,0,0,Unfurnished,6000000
Apartment,2,Chandkheda,9.9,1062,7,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3000000
Apartment,3,Chandkheda,9.9,1275,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,5100000
Apartment,2,Chandkheda,9.9,990,5,1,1,1,0,1,1,1,1,0,0,1,Unfurnished,3021000
Apartment,3,Chandkheda,9.9,1582,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,5100000
Apartment,2,Chandkheda,9.9,1152,1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,2950000
Apartment,3,Chandkheda,9.9,1705,1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5123000
Apartment,2,Chandkheda,9.9,895,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,3100000
Apartment,4,Chandkheda,9.9,1800,2,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,9700000
Apartment,4,Chandkheda,9.9,1791,2,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,11700000
Apartment,2,Chandkheda,9.9,1270,9,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,5000000
Apartment,3,Chandkheda,9.9,1431,1,0,1,0,1,1,1,1,1,0,0,0,Unfurnished,3900000
Apartment,3,Chandkheda,9.9,2250,4,0,1,1,1,1,0,1,1,1,1,0,Unfurnished,8200000
Apartment,2,Chandkheda,9.9,1053,0,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,3255000
Apartment,3,Chandkheda,9.9,1536,0,0,1,0,0,1,1,1,1,0,0,0,Furnished,4830000
Apartment,2,Chandkheda,9.9,1147,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,3100000
Apartment,2,Chandkheda,9.9,1152,5,1,1,1,0,1,0,1,1,0,0,1,Unfurnished,3400000
Apartment,2,Chandkheda,9.9,912,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,3000000
Apartment,2,Chandkheda,9.9,1159,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,2880000
Apartment,2,Chandkheda,9.9,1174,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4300000
Apartment,2,Chandkheda,9.9,1035,0,0,1,0,0,1,1,1,1,0,0,0,Furnished,4500000
Apartment,2,Chandkheda,9.9,1188,-1,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,3225000
Apartment,3,Chandkheda,9.9,1584,0,0,1,0,0,1,1,1,1,0,0,0,Furnished,4850000
Apartment,2,Chandkheda,9.9,1262,0,0,1,0,0,1,1,1,1,0,0,0,Furnished,4500000
Apartment,3,Chandkheda,9.9,1294,0,0,1,0,0,1,1,1,1,0,0,0,Furnished,4830000
Apartment,2,Chandkheda,9.9,1181,-1,1,1,1,0,1,0,0,1,0,0,0,Unfurnished,3100000
Apartment,3,Chandkheda,9.9,1442,-1,1,1,0,0,1,0,0,1,0,0,0,Furnished,8500000
Apartment,2,Chandkheda,9.9,1085,0,0,1,0,0,1,1,1,1,0,0,0,Furnished,4500000
Apartment,2,Chandkheda,9.9,1040,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3000000
Apartment,2,Chandkheda,9.9,1059,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3100000
Apartment,2,Chandkheda,9.9,1123,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3100000
Apartment,3,Chandkheda,9.9,1532,-1,1,1,0,0,1,0,0,1,0,0,0,Furnished,4820000
Apartment,2,Chandkheda,9.9,1185,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4300000
Apartment,3,Chandkheda,9.9,1545,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4820000
Apartment,3,Chandkheda,9.9,1758,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5130000
Apartment,2,Chandkheda,9.9,1145,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3000000
Villa,3,Chandkheda,9.9,1737,-1,0,1,0,0,0,0,0,1,0,0,0,Unfurnished,8200000
Apartment,2,Chandkheda,9.9,1025,1,1,1,0,0,1,1,0,1,0,0,0,Unfurnished,2950000
Apartment,3,Chandkheda,9.9,1489,2,1,1,1,0,1,1,1,1,0,0,0,Unfurnished,4700000
Apartment,2,Chandkheda,9.9,1152,6,0,1,1,0,1,0,1,1,0,0,0,Unfurnished,2850000
Apartment,3,Chandkheda,9.9,1701,1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5120000
Apartment,2,Chandkheda,9.9,1171,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4300000
Apartment,2,Chandkheda,9.9,1082,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3000000
Apartment,3,Chandkheda,9.9,1536,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4350000
Apartment,3,Chandkheda,9.9,1485,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4700000
Apartment,3,Chandkheda,9.9,1821,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,8500000
Apartment,3,Chandkheda,9.9,1563,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5100000
Apartment,3,Chandkheda,9.9,1740,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5130000
Apartment,3,Chandkheda,9.9,1532,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4850000
Apartment,3,Chandkheda,9.9,1569,-1,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,5100000
Apartment,3,Chandkheda,9.9,1754,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5130000
Apartment,3,Chandkheda,9.9,1547,-1,1,1,1,0,1,0,0,1,0,0,0,Furnished,4820000
Apartment,3,Chandkheda,9.9,1486,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4500000
Apartment,2,Chandkheda,9.9,1020,-1,1,1,1,0,1,0,0,1,0,0,0,Unfurnished,2950000
Apartment,2,Chandkheda,9.9,1268,-1,1,1,0,0,1,0,0,1,0,0,0,Furnished,4500000
Apartment,2,Chandkheda,9.9,1178,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4130000
Apartment,2,Chandkheda,9.9,1266,-1,1,1,1,1,1,0,0,1,0,0,0,Unfurnished,4100000
Apartment,3,Chandkheda,9.9,1845,-1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,5330000
Apartment,2,Chandkheda,9.9,945,6,0,1,1,0,0,0,1,1,0,0,0,Unfurnished,3025000
Apartment,2,Chandkheda,9.9,1216,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3800000
Apartment,2,Chandkheda,9.9,1060,-1,1,1,1,0,1,0,0,1,0,0,0,Unfurnished,3000000
Apartment,3,Chandkheda,9.9,1746,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5130000
Apartment,3,Chandkheda,9.9,1536,-1,1,1,1,1,1,1,1,1,0,0,1,Unfurnished,4850000
Apartment,3,Chandkheda,9.9,1810,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,8500000
Apartment,3,Chandkheda,9.9,1566,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5100000
Apartment,3,Chandkheda,9.9,1340,-1,1,1,0,0,1,0,0,1,0,0,0,Furnished,4820000
Apartment,2,Chandkheda,9.9,1189,-1,1,1,0,0,1,0,1,1,0,0,0,Unfurnished,3250000
Apartment,2,Chandkheda,9.9,1210,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,3830000
Apartment,3,Chandkheda,9.9,1339,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4850000
Apartment,3,Chandkheda,9.9,1746,-1,0,1,1,0,1,0,0,1,0,0,0,Unfurnished,6000000
Apartment,2,Chandkheda,9.9,963,-1,0,1,0,0,0,0,0,0,0,0,0,Semi-Furnished,2651000
Apartment,3,Chandkheda,9.9,1496,-1,1,0,0,0,1,0,0,1,0,0,0,Unfurnished,4630000
Apartment,3,Chandkheda,9.9,1756,-1,1,0,0,0,1,0,0,1,0,0,0,Unfurnished,5100000
Apartment,3,Chandkheda,9.9,1502,-1,1,0,0,0,1,0,0,1,0,0,0,Unfurnished,4630000
Apartment,3,Chandkheda,9.9,1748,-1,1,0,0,0,1,0,0,1,0,0,0,Unfurnished,5100000
Apartment,2,Chandkheda,9.9,945,-1,0,0,0,0,0,0,0,0,0,0,0,Semi-Furnished,2600000
Apartment,3,Chandkheda,9.9,1495,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4630000
Apartment,3,Chandkheda,9.9,1744,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,5100000
Apartment,2,Chandkheda,9.9,1010,-1,1,0,0,0,1,0,0,1,0,0,1,Unfurnished,2950000
Apartment,3,Chandkheda,9.9,1480,-1,1,1,0,0,1,0,0,1,0,0,0,Unfurnished,4630000
Apartment,2,Chandkheda,9.9,2016,-1,0,1,0,0,0,0,0,0,0,0,0,Furnished,8500000
Apartment,3,Chandkheda,9.9,1566,-1,1,0,0,0,1,0,0,1,0,0,0,Unfurnished,5000000
Apartment,3,Chandkheda,9.9,1748,-1,1,0,1,1,1,0,0,1,0,0,0,Unfurnished,5100000
Apartment,2,Chandkheda,9.9,1430,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,3300000
Apartment,2,Chandkheda,9.9,1141,-1,1,0,0,0,1,0,0,1,0,0,0,Semi-Furnished,3200000
Apartment,2,Chandkheda,9.9,1062,-1,1,1,0,0,1,0,0,1,0,0,0,Furnished,3100000
Apartment,2,Chandkheda,9.9,1052,-1,1,0,0,0,1,0,0,1,0,0,0,Unfurnished,2950000
Apartment,2,Chandkheda,9.9,1958,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,6500000
Villa,3,Chandkheda,9.9,2700,8,1,0,0,0,1,0,1,1,0,1,0,Furnished,17500000
Apartment,1,Chandkheda,9.9,1166,-1,0,1,0,0,0,0,0,0,0,0,0,Unfurnished,4000000
Apartment,2,Chandkheda,9.9,1224,7,0,1,0,0,0,0,1,1,0,0,0,Furnished,3800000
Apartment,2,Chandkheda,9.9,1100,6,0,1,1,1,0,0,1,1,0,0,0,Unfurnished,3400000
Apartment,2,Chandkheda,9.9,1629,-1,1,1,0,0,1,0,0,0,0,0,0,Semi-Furnished,6700000
Apartment,3,Chandkheda,9.9,2025,-1,0,0,0,0,0,0,0,1,0,0,0,Unfurnished,5850000
Apartment,2,Chandkheda,9.9,1100,-1,0,0,0,0,0,0,0,0,0,0,0,Unfurnished,4800000
